id;name;site;rating;advcampaign_id;advcampaign_name;logo;description;species;promocode;promolink;gotolink;date_start;date_end;exclusive;types;categories;special_category;discount
567863;26.68% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Adjustable Electric Drill Truck Circular Auxiliary Tool 8mm to 20mm Round Wooden Rod Tenon;promocode;BGdeb327;;https://ad.admitad.com/g/v0tbnapdd05e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;26%
567864;38.41% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] GUNAI GN29 48V 15Ah 750W 29*2.1inch Electric Bicycle 50-90KM Mileage Range 130KG Max Load Electric Bike;promocode;BGb5b0f1;;https://ad.admitad.com/g/m2jopqkkjv5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-15 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;38%
567865;16.67% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU DIRECT] LAOTIE® T30 Roadster 2023 Version 52V 33.6Ah 21700 Battery 3200W Dual Motor Foldable Electric Scooter 120km Mileage 200kg Bearing EU Plug;promocode;BGd590ce;;https://ad.admitad.com/g/esrjhcxw6l5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-09-30 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;16%
567866;10.38% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU DIRECT] LAOTIE® ES18 Lite 52V 28.8Ah 21700 Battery 2400W Dual Motor Foldable Electric Scooter 100km Mileage 200kg Max Load EU Plug;promocode;BG7e35ad;;https://ad.admitad.com/g/uzeyfvevep5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-30 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;10%
567867;47% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;MATCC Extendable Shower Scrubber Retractable 180-degree Rotating Bathub Scrubber;promocode;BG8344b5;;https://ad.admitad.com/g/k2x1ezv9305e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;47%
567868;62.88% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Godmorn Stovetop Espresso Maker Moka Pot 450ml/15oz/9 cup Classic Cafe Percolator Maker Stainless Steel Suitable for Induction Cookers;promocode;BGa62518;;https://ad.admitad.com/g/akmrixk0d75e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;62%
567869;42.32% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;iMars 400W LED Rainproof Switching Power Supply Transformer AC 220V To DC 12V 24V Power Inverter;promocode;BGb23eff;;https://ad.admitad.com/g/6308lf02av5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;42%
567870;43.23% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[4PCS] BlitzWolf® BW-SHP6 Pro 15A 3450W WiFi Smart Plug Wireless Power Socket Outlet Energy Monitoring No Hub Required App Remote Control Voice Control Works With Amazon Alexa and Google Assistant;promocode;BG124b4a;;https://ad.admitad.com/g/196gmao7ia5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;43%
567871;20% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Original Xiaomi Redmi Buds 4 Vitality Edition TWS Earbuds Wireless bluetooth Headset 12mm Dynamic Earphone TWS Earbuds;promocode;BG6eeb63;;https://ad.admitad.com/g/qg7o1hayr05e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;20%
567872;15% OFF (Order Over US$0.1);https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Carbide CNC Router Bit Dual-Blade Woodworking Milling Cutter for Precision Cuts High-End Durable Design;promocode;BG1993688;;https://ad.admitad.com/g/td92cx6ao85e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-06 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;15%
567873;56.63% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;KROAK 500W 50Bar 12000mAh Cordless High Pressure Spray Water Pump Cleaning Portable Car Washer;promocode;BGbdfcd5;;https://ad.admitad.com/g/7bosf3yrwx5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;56%
567874;9.44% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;160W Car Washer Cleaner Car Washing Spray Gun Cordless High Pressure Electric Water Gun Foam Machine for Makita 18V Battery;promocode;BGae4d4b;;https://ad.admitad.com/g/fd4zrsv3ld5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;9%
567875;50% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;LORIIK LR68 Triple Mode Mechanical Keyboard 68 Keys Gateron Switch Three Color PBT Keycaps Transparent Black Case RGB Hot Swappable Gaming Keyboard;promocode;BGfb1187;;https://ad.admitad.com/g/pgl8pwqrt85e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;50%
567876;50% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;LORIIK LR68 Triple Mode Mechanical Keyboard 68 Keys Gateron Switch Three Color PBT Keycaps Transparent Black Case RGB Hot Swappable Gaming Keyboard;promocode;BGfb1187;;https://ad.admitad.com/g/afvr2ymu0c5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;50%
567877;66% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;BlitzWolf® BW-DLT1 Folding Desk Lamp with Foldable Storage Adjustable Angle 3600mAh Battery 5 Level Brightness 3000-5000K Color Temp;promocode;BGd89a8b;;https://ad.admitad.com/g/ls28g56x4n5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;66%
567878;10% OFF (Order Over US$1);https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;WANPTEK Lab Bench Power Supply 300W Laboratory Switching Power Supply Unit 30V 10A Adjustable Digital Source 60V 5A Voltage Stabilizer;promocode;BG7df812;;https://ad.admitad.com/g/6a1n0z3fld5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-15 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;10%
567879;37.42% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[GaN Tech] 65W 5-Port USB PD Charger 3USB+2PD Fast Charging Wall Charger Adapter EU Plug US Plug UK Plug for iPhone 12 13 14 14Pro for Huawei Mate50 for Xiaomi 13pro for Samsung Galaxy S23;promocode;BG97bd15;;https://ad.admitad.com/g/zbrgev2w8q5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;37%
567880;64% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;USLION 48W 4 USB Ports QC 3 Fast Charger Wall Travel Charging EU Plug/US Plug Adapter For iPhone 14 14 Plus 14 Pro Max for iPad Pro For Samsung Galaxy S22 Ultra Galaxy Z Flip 4 For Xiaomi Mi 12T Redmi Note 12 Huawei P50;promocode;BGe69a7f;;https://ad.admitad.com/g/7ws9jd3qnu5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;64%
567881;35.18% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Proscenic V10 Robot Vacuum Cleaner 3 In 1 Vacuuming Sweeping and Mopping 3000pa Mopping LDS Navigation 2600mAh 120Mins Runtime;promocode;BGRA7716;;https://ad.admitad.com/g/rvi5jbvlbf5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;35%
567882;38.46% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Proscenic T21 1700W 220V 5.5L Air Fryer APP Control 8+1 Cooking Functions Preheat & Warm Keeping Hot Oven Cooker Touch Screen Control, Alexa & Google Home Voice Control;promocode;BGRA7717;;https://ad.admitad.com/g/b58c7c9xvn5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;38%
567884;33.34% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;BlitzWolf® BW-LT40 LED Square Ceiling Light 24W 2200LM 3 Color Temperature Remote Control Night Light Memory Function;promocode;BG532917;;https://ad.admitad.com/g/kv7x633mcn5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;33%
567885;21.44% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Stickdrive 128GB TF Memory Card Micro SD Card Flash Card Smart Card for Driving Recorder Phone Camera;promocode;BGce776e;;https://ad.admitad.com/g/ae0q5mf0rn5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;21%
567886;14% OFF (Order Over US$10);https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Lenovo Thinkplus MU110 Type-C&USB3.2 Flash Drive Dual Metal Interface 64GB 128GB 256GB 512GB High Speed Data Transmission Portable Memory U Disk for Phone Tablet Computer;promocode;BG549a60;;https://ad.admitad.com/g/6sxny9nur95e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;14%
567887;14.3% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;HXSJ X10 2.4GHz Wireless Gaming Mouse 800/1600/2400DPI 6-Keys Veritical Ergonomics Gamer Mice for Desktop Computer Laptop PC;promocode;BGab3da3;;https://ad.admitad.com/g/ifc4cyyohf5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;14%
567888;20% OFF (Order Over US$30);https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;for KODAK X200 SSD 256GB 512GB 1TB USB3.1 GEN 2 Portable Solid State Drive Mini Hard Drive for Laptops Phone;promocode;BG3c54c4;;https://ad.admitad.com/g/2ole5ozqzt5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;20%
567889;17.4% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;for KODAK K133 Metal USB Flash Drive 256GB USB 3.1 Rotating USB3 Stick Pendrive Memory Stick for Computer TV Car Speaker;promocode;BG287a63;;https://ad.admitad.com/g/2czc6huqr45e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;17%
567698;9% OFF on orders over $25 for new customers;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;promo code is required. This coupon can be used for other products except for 3D Printers, FPV Racing Drone and Projectors&Theater. (Unavailable products' URL:https://ban.ggood.vip/11uX8, https://ban.ggood.vip/12GVV,  https://ban.ggood.vip/13Svf);promocode;BGADMITADAUG;;https://ad.admitad.com/g/wdvnsyo3eh5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 23:59:00;true;Discount on an order;Computers & Electronics, Auto & Moto Goods, Marketplaces (including Chinese Stores), Back to school WW 2023;;9%
557438;"12% off on orders over 5$ 
Rule: Code just can be used on the products on the text lin";https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;BGSCM11;;https://ad.admitad.com/g/lz0v9uygkq5e996eb3366213826a88/?i=3;2023-07-10 00:00:00;2023-12-31 23:59:00;false;Discount on an order;Auto & Moto Goods;;12%
557439;"12% off on orders over 5$ 
Rule: Code just can be used on the products on the text lin";https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;BGSCM11;;https://ad.admitad.com/g/hbraehrfa65e996eb3366213826a88/?i=3;2023-07-10 00:00:00;2023-12-31 23:59:00;false;Discount on an order;Auto & Moto Goods;;12%
557440;"12% off on orders over 5$ 
Rule: Code just can be used on the products on the text lin";https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;BGSCM11;;https://ad.admitad.com/g/lt7mv26bb25e996eb3366213826a88/?i=3;2023-07-10 00:00:00;2023-12-31 23:59:00;false;Discount on an order;Auto & Moto Goods;;12%
540211;Fans day: Up to 50% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Promo code is not required.;action;Not required;;https://ad.admitad.com/g/oz1orwyzsk5e996eb3366213826a88/?i=3;2023-05-11 13:29:44;None;false;Discount on an order;Toys, Kids & Babies, Accessories & Bags, Sports & Recreation, Homeware, Computers & Electronics, Gifts & Flowers, Books, Auto & Moto Goods, DIY, Garden, Marketplaces (including Chinese Stores);;50%
561501;20% OFF on your first order;https://www.wish.com/;0.00;24352;Wish Many GEO's;https://cdn.admitad.com/campaign/images/2022/10/7/24352-5da9ab9e46e99500.jpg;Promocode is required;promocode;WELCOME20;https://ad.admitad.com/coupon/5302j2x0355e996eb336915730f414/;https://ad.admitad.com/g/cxm2crs4qt5e996eb336915730f414/?i=3;2023-07-28 00:00:00;2023-12-31 23:59:00;false;Discount on an order;Accessories & Bags, Shoes, Clothing, Marketplaces (including Chinese Stores);;20%
561503;Refurbished phones;https://www.wish.com/;0.00;24352;Wish Many GEO's;https://cdn.admitad.com/campaign/images/2022/10/7/24352-5da9ab9e46e99500.jpg;Promocode is not required;action;Not required;https://ad.admitad.com/coupon/866e8u01gq5e996eb336915730f414/;https://ad.admitad.com/g/d6pyjcyrnc5e996eb336915730f414/?i=3;2023-07-28 00:00:00;2023-08-06 23:59:00;false;Discount on an order;Accessories & Bags, Shoes, Clothing, Marketplaces (including Chinese Stores);;1%
561504;Refurbished tablets;https://www.wish.com/;0.00;24352;Wish Many GEO's;https://cdn.admitad.com/campaign/images/2022/10/7/24352-5da9ab9e46e99500.jpg;Promocode is not required;action;Not required;https://ad.admitad.com/coupon/qiqwd4nzgl5e996eb336915730f414/;https://ad.admitad.com/g/gvvg2go5ew5e996eb336915730f414/?i=3;2023-07-28 00:00:00;2023-08-06 23:59:00;false;Discount on an order;Accessories & Bags, Shoes, Clothing, Marketplaces (including Chinese Stores);;1%
561505;Refurbished computers;https://www.wish.com/;0.00;24352;Wish Many GEO's;https://cdn.admitad.com/campaign/images/2022/10/7/24352-5da9ab9e46e99500.jpg;Promocode is not required;action;Not required;https://ad.admitad.com/coupon/qojlcc3tmc5e996eb336915730f414/;https://ad.admitad.com/g/48yfvv3af35e996eb336915730f414/?i=3;2023-07-28 00:00:00;2023-08-06 23:59:00;false;Discount on an order;Accessories & Bags, Shoes, Clothing, Marketplaces (including Chinese Stores);;1%
561506;15% OFF on orders over $30;https://www.wish.com/;0.00;24352;Wish Many GEO's;https://cdn.admitad.com/campaign/images/2022/10/7/24352-5da9ab9e46e99500.jpg;Promocode is required. minimum order amount $30;promocode;TAKE15;https://ad.admitad.com/coupon/hc2tjrfy9t5e996eb336915730f414/;https://ad.admitad.com/g/bua0ws6d8n5e996eb336915730f414/?i=3;2023-07-28 00:00:00;2023-08-17 23:59:00;false;Discount on an order;Accessories & Bags, Shoes, Clothing, Marketplaces (including Chinese Stores);;15%
561251;15% OFF for the first order;https://www.wish.com/;0.00;24352;Wish Many GEO's;https://cdn.admitad.com/campaign/images/2022/10/7/24352-5da9ab9e46e99500.jpg;Promo code is required.;promocode;FIRST15;https://ad.admitad.com/coupon/0ddxp04aqi5e996eb336915730f414/;https://ad.admitad.com/g/bb5p8po7rg5e996eb336915730f414/?i=3;2023-07-27 00:00:00;2023-08-31 23:59:00;false;Discount on an order;Accessories & Bags, Shoes, Clothing, Marketplaces (including Chinese Stores);;15%
561254;Summer outings;https://www.wish.com/;0.00;24352;Wish Many GEO's;https://cdn.admitad.com/campaign/images/2022/10/7/24352-5da9ab9e46e99500.jpg;Promocode is not required;action;Not required;https://ad.admitad.com/coupon/1twi0f923q5e996eb336915730f414/;https://ad.admitad.com/g/3gdm1kpz365e996eb336915730f414/?i=3;2023-07-27 00:00:00;2023-08-31 23:59:00;false;Discount on an order;Accessories & Bags, Shoes, Clothing, Marketplaces (including Chinese Stores);;1%
554102;10% OFF sitewide;https://www.wish.com/;2.82;24352;Wish Many GEO's;https://cdn.admitad.com/campaign/images/2022/10/7/24352-5da9ab9e46e99500.jpg;Promo code is required. max savings of $5 and 10 uses per account;promocode;Admitad10;https://ad.admitad.com/coupon/l2vf8olmf75e996eb336915730f414/;https://ad.admitad.com/g/goapsai5qm5e996eb336915730f414/?i=3;2023-06-23 00:00:00;2023-12-31 23:59:00;true;Discount on an order;Accessories & Bags, Shoes, Clothing, Marketplaces (including Chinese Stores), July Summer Fest 2023;;10%
512138;10% OFF sitewide;https://www.wish.com/;0.00;24352;Wish Many GEO's;https://cdn.admitad.com/campaign/images/2022/10/7/24352-5da9ab9e46e99500.jpg;Promo code is required.;promocode;WISH2023;https://ad.admitad.com/coupon/a7gl4mtqpg5e996eb336915730f414/;https://ad.admitad.com/g/i8fmujrk1y5e996eb336915730f414/?i=3;2023-01-13 00:00:00;2023-12-31 23:59:00;false;Discount on an order;Accessories & Bags, Shoes, Clothing, Marketplaces (including Chinese Stores);;10%
516211;3 Artículos por 5,99€. Sólo disponible en la APP de AliExpress.;https://aliexpress.com/;9.75;6115;AliExpress WW;https://cdn.aliitems.com/campaign/images/2020/9/30/6115-23f0d4d9fb4ec8d1.png;"promo code is not required
Beneficios claves:
3 artículos por 5,99€
Envío Gratis
Entrega en 15 días";action;Not required;https://alitems.co/coupon/wt6ua2parl5e996eb33616525dc3e8/;https://alitems.co/g/w3olfft0aw5e996eb33616525dc3e8/?i=3;2023-02-02 09:58:44;None;false;Discount on an order;Homeware;;1%
451320;Home page (Smart links);https://aliexpress.com/;7.37;6115;AliExpress WW;https://cdn.aliitems.com/campaign/images/2020/9/30/6115-23f0d4d9fb4ec8d1.png;promo code is not required;action;Not required;https://alitems.co/coupon/t8pgg5efie5e996eb33616525dc3e8/;https://alitems.co/g/pa75oznui45e996eb33616525dc3e8/?i=3;2022-04-27 11:45:00;None;false;Discount on an order;Homeware;;55%
